name,date,temp,prcp,wdsp
GORZOW WLKP,2021-02-08,-10,0.16,8.6
KATOWICE,2021-02-16,-4,0.0,8.9
OPOLE,2021-01-10,0,0.0,2.3
BIALYSTOK,2021-03-11,-3,0.02,7
KATOWICE,2021-12-04,0,0.0,8.3
OLSZTYN,2021-03-05,-1,0.0,5.2
BIALYSTOK,2021-01-08,0,0.0,3.5
BIALYSTOK,2021-02-08,-12,0.16,10.8
BIALYSTOK,2021-01-12,-2,,6.1
OLSZTYN,2021-01-13,-1,0.32,4.1
GDANSK,2021-02-03,-1,0.0,6.3
LUBLIN,2021-03-18,0,,6.4
KIELCE,2021-01-26,-1,0.07,5.7
GDANSK,2021-01-12,0,0.0,9.8
KATOWICE,2021-03-20,-4,0.02,6.3
LUBLIN,2021-01-08,0,,6.3
OPOLE,2021-12-07,-1,0.15,3.1
SZCZECIN,2021-01-17,-7,0.39,6.1
KATOWICE,2021-02-08,-8,0.28,8
OLSZTYN,2021-02-08,-12,0.16,10.4
ZIELONA GORA,2021-12-09,-3,0.02,4.3
GORZOW WLKP,2021-12-23,-3,0.02,4.2
LUBLIN,2021-01-12,-1,,6.3
BIALYSTOK,2021-01-10,-2,0.09,2.6
OLSZTYN,2021-01-11,-1,0.0,7.4
OPOLE,2021-01-17,-11,0.09,3.8
OLSZTYN,2021-01-15,-9,,4
OLSZTYN,2021-12-21,-5,0.0,4.6
KATOWICE,2021-01-17,-10,0.04,4.9
LUBLIN,2021-02-09,-7,,3.2
KATOWICE,2021-12-22,-5,0.0,3.8
SZCZECIN,2021-02-19,4,0.19,10.3
OLSZTYN,2021-12-15,4,,6.2
BIALYSTOK,2021-01-04,1,0.0,5.1
KIELCE,2021-09-29,11,,6.5
KIELCE,2021-05-29,11,0.02,5
GORZOW WLKP,2021-05-29,12,0.0,7.5
OLSZTYN,2021-09-21,8,,5.7
BIALYSTOK,2021-08-17,16,0.19,4.5
OLSZTYN,2021-04-14,4,0.0,7.2
BIALYSTOK,2021-08-12,16,,4
SZCZECIN,2021-05-14,11,0.0,6.3
LUBLIN,2021-09-30,10,,4.5
GDANSK,2021-08-29,16,0.11,5.3
LUBLIN,2021-11-19,9,,16.3
ZIELONA GORA,2021-04-19,11,0.11,4.7
GORZOW WLKP,2021-02-26,7,0.03,5.6
BIALYSTOK,2021-04-29,11,,6.5
SZCZECIN,2021-03-26,9,0.01,4.8
GDANSK,2021-10-12,8,0.0,7.2
OPOLE,2021-10-12,8,0.16,3.8
GORZOW WLKP,2021-08-02,17,0.04,6.5
SZCZECIN,2021-11-18,7,0.03,7.8
GDANSK,2021-08-03,17,0.0,4.7
OPOLE,2021-03-12,6,0.04,6.9
OPOLE,2021-08-08,21,0.08,4.5
OPOLE,2021-11-08,7,0.0,4.9
OPOLE,2021-12-30,4,0.02,4
KIELCE,2021-04-30,13,0.02,4.9
OLSZTYN,2021-06-04,18,0.0,3.1
ZIELONA GORA,2021-06-24,16,0.32,3.6
ZIELONA GORA,2021-08-24,15,1.0,4.5
SZCZECIN,2021-10-18,10,0.06,4
ZIELONA GORA,2021-03-29,12,0.0,6.6
KATOWICE,2021-03-27,9,0.0,8.7
KATOWICE,2021-05-16,12,0.02,5.4
GDANSK,2021-11-21,8,0.0,8.5
GORZOW WLKP,2021-10-22,7,0.22,10
SZCZECIN,2021-11-15,5,,5
SZCZECIN,2021-12-16,7,,9.5
KATOWICE,2021-02-02,-1,0.0,8.4
GDANSK,2021-04-17,6,0.04,7.9
LUBLIN,2021-05-22,14,,9
OLSZTYN,2021-10-27,10,0.06,7
GORZOW WLKP,2021-08-18,17,0.0,7.8
BIALYSTOK,2021-05-30,13,0.02,5.4
SZCZECIN,2021-10-04,14,0.01,3.6
GDANSK,2021-05-29,10,0.06,7
GDANSK,2021-10-13,7,0.19,6.5
LUBLIN,2021-09-02,13,,7.3
ZIELONA GORA,2021-06-02,18,0.01,4.7
GORZOW WLKP,2021-05-01,7,0.0,4.2
BIALYSTOK,2021-05-08,6,0.29,5.3
SZCZECIN,2021-07-18,20,,8.8
KATOWICE,2021-03-13,7,0.07,15.1
KIELCE,2021-10-23,5,0.08,6.6
OLSZTYN,2021-04-19,11,0.02,3.4
BIALYSTOK,2021-08-30,15,0.04,3.2
GDANSK,2021-09-18,12,0.02,9.5
OLSZTYN,2021-10-14,6,0.02,5.5
ZIELONA GORA,2021-11-13,5,0.0,4.1
GORZOW WLKP,2021-05-02,7,0.07,5.1
BIALYSTOK,2021-09-18,7,1.24,5.3
KATOWICE,2021-01-22,5,0.04,7.4
KATOWICE,2021-08-06,15,2.3,8.7
OLSZTYN,2021-08-01,19,,4.3
OLSZTYN,2021-11-05,8,0.1,10.7
GORZOW WLKP,2021-08-17,15,0.0,9.1
OPOLE,2021-11-04,10,0.06,7.9
ZIELONA GORA,2021-04-30,7,0.0,6.1
ZIELONA GORA,2021-09-15,18,0.01,4.5
ZIELONA GORA,2021-10-12,7,0.0,6.8
GORZOW WLKP,2021-08-22,18,0.0,5.4
GORZOW WLKP,2021-12-16,7,0.03,5.9
SZCZECIN,2021-06-01,14,0.0,6.6
SZCZECIN,2021-08-03,16,0.01,5.1
SZCZECIN,2021-09-24,14,0.04,10.6
KATOWICE,2021-09-19,9,0.13,5.7
LUBLIN,2021-05-06,9,,11.8
LUBLIN,2021-05-19,12,,8.8
LUBLIN,2021-08-11,18,,6.2
OLSZTYN,2021-06-25,19,,6.3
OLSZTYN,2021-11-21,7,0.0,6.5
GORZOW WLKP,2021-09-22,12,0.57,3.6
BIALYSTOK,2021-11-25,3,0.02,4.6
LUBLIN,2021-10-19,10,,4.2
OPOLE,2021-07-07,22,,4.7
OPOLE,2021-11-19,9,0.0,8.5
GORZOW WLKP,2021-03-13,6,0.21,7.2
GORZOW WLKP,2021-06-30,19,0.0,5.9
GORZOW WLKP,2021-10-14,9,0.01,5.1
SZCZECIN,2021-08-01,18,0.01,5.1
GDANSK,2021-05-05,10,0.0,12
GDANSK,2021-11-24,6,0.0,6.7
LUBLIN,2021-08-03,18,,6
OPOLE,2021-03-27,9,0.0,6.6
OPOLE,2021-10-06,15,0.12,3.2
OPOLE,2021-12-31,11,0.23,6.2
GORZOW WLKP,2021-07-03,19,0.0,4.4
BIALYSTOK,2021-09-19,7,0.43,5
KATOWICE,2021-05-03,6,0.19,11.5
KIELCE,2021-07-01,19,0.03,3.2
GORZOW WLKP,2021-04-02,6,0.0,6.4
KATOWICE,2021-05-05,10,0.0,9.1
OPOLE,2021-04-02,7,0.06,6.5
KATOWICE,2021-11-04,9,0.04,11.8
LUBLIN,2021-11-23,2,,9.5
OPOLE,2021-07-05,21,,2.9
GORZOW WLKP,2021-07-27,24,0.04,5.3
GORZOW WLKP,2021-11-15,5,0.0,4.7
BIALYSTOK,2021-05-04,9,0.1,5.2
BIALYSTOK,2021-09-20,5,0.06,4.5
KATOWICE,2021-11-03,8,0.33,8.3
GDANSK,2021-05-14,12,0.0,5.7
OPOLE,2021-08-06,17,1.3,4.5
OPOLE,2021-08-17,16,0.06,6.2
OPOLE,2021-09-22,10,0.59,2.7
KIELCE,2021-04-19,9,0.02,4.4
KIELCE,2021-05-18,11,0.24,7.1
ZIELONA GORA,2021-04-01,14,0.04,5.3
ZIELONA GORA,2021-07-16,23,0.0,4.4
ZIELONA GORA,2021-09-18,12,0.03,5.5
GORZOW WLKP,2021-08-19,18,0.0,5.8
BIALYSTOK,2021-04-30,12,0.0,6.4
GDANSK,2021-05-25,13,0.06,6.2
OPOLE,2021-04-22,8,0.09,7.9
OPOLE,2021-09-11,18,,2.4
KIELCE,2021-05-27,14,0.0,3.7
GORZOW WLKP,2021-08-09,19,0.0,5.2
LUBLIN,2021-08-28,15,,4.4
KIELCE,2021-03-16,2,,4.2
KIELCE,2021-11-26,3,0.2,2.7
OLSZTYN,2021-04-30,8,0.12,6.2
GORZOW WLKP,2021-05-13,14,0.0,7.2
BIALYSTOK,2021-10-27,10,0.04,4.9
KATOWICE,2021-10-21,12,0.0,13.2
ZIELONA GORA,2021-07-02,18,0.03,5
ZIELONA GORA,2021-07-03,18,0.03,4.9
GORZOW WLKP,2021-06-24,16,0.01,4.5
GORZOW WLKP,2021-07-21,18,0.0,4.5
OPOLE,2021-05-18,13,0.32,5.8
OPOLE,2021-09-18,13,0.08,5
GORZOW WLKP,2021-10-05,16,0.0,5.8
SZCZECIN,2021-04-30,7,,8.4
KATOWICE,2021-11-19,8,0.03,13.8
OPOLE,2021-05-06,10,,6.7
OLSZTYN,2021-11-02,5,0.08,6.7
GORZOW WLKP,2021-08-20,17,0.03,3.6
KATOWICE,2021-11-02,8,0.02,5.4
KATOWICE,2021-08-04,17,0.03,4.3
KATOWICE,2021-09-16,18,0.0,2.9
KATOWICE,2021-09-18,12,0.17,8.9
KATOWICE,2021-11-20,9,0.2,11.1
OLSZTYN,2021-03-29,7,0.11,5.4
ZIELONA GORA,2021-10-18,10,0.04,4.8
BIALYSTOK,2021-08-09,18,0.0,2.6
BIALYSTOK,2021-08-19,16,0.0,4
BIALYSTOK,2021-10-12,3,,2.5
SZCZECIN,2021-08-17,15,0.05,11.2
OPOLE,2021-08-05,15,0.15,4.8
KIELCE,2021-05-03,5,0.01,6.1
OPOLE,2021-05-30,12,0.23,4
KIELCE,2021-10-06,13,,4.9
GORZOW WLKP,2021-12-01,4,0.24,7
BIALYSTOK,2021-09-24,12,0.39,7.6
SZCZECIN,2021-09-18,13,0.02,6.1
GDANSK,2021-01-24,2,0.47,4
GDANSK,2021-08-21,16,0.09,4.7
OPOLE,2021-08-01,17,0.12,3
SZCZECIN,2021-08-30,16,0.33,6.9
KATOWICE,2021-06-13,13,0.35,10
GDANSK,2021-08-24,16,0.0,10.7
LUBLIN,2021-09-13,18,,5.3
OPOLE,2021-09-23,15,0.0,5.3
KIELCE,2021-08-05,15,0.23,6.1
KIELCE,2021-10-15,10,,7.4
BIALYSTOK,2021-10-19,5,,2.5
SZCZECIN,2021-08-18,16,0.0,10
SZCZECIN,2021-11-02,8,0.35,3.7
KATOWICE,2021-03-14,5,0.02,11.4
KATOWICE,2021-06-04,17,0.0,3.9
LUBLIN,2021-02-04,2,,12
GDANSK,2021-06-04,18,0.0,4.7
OLSZTYN,2021-07-14,25,0.0,4
GORZOW WLKP,2021-11-24,6,0.02,4
BIALYSTOK,2021-05-27,13,0.0,4.4
BIALYSTOK,2021-11-04,7,0.13,5.3
KATOWICE,2021-09-17,14,0.61,6.7
LUBLIN,2021-05-07,10,,7.4
SZCZECIN,2021-08-20,16,0.0,4
OPOLE,2021-02-17,2,0.0,5.3
OLSZTYN,2021-11-07,7,0.02,7.9
SZCZECIN,2021-04-26,3,,5.3
GDANSK,2021-10-17,9,0.0,7
LUBLIN,2021-01-23,6,,5.2
OPOLE,2021-04-12,6,,7.2
KIELCE,2021-06-04,17,,2.5
OLSZTYN,2021-10-28,11,0.0,4.9
SZCZECIN,2021-11-27,2,0.03,6.7
KATOWICE,2021-02-26,8,0.0,7.5
OPOLE,2021-09-21,10,,4
GORZOW WLKP,2021-08-27,14,0.29,2.6
SZCZECIN,2021-05-03,6,0.0,5.6
SZCZECIN,2021-08-25,13,0.03,7.1
LUBLIN,2021-10-20,13,,13.4
OPOLE,2021-04-21,12,0.0,4.3
OPOLE,2021-05-26,13,0.02,5.7
GORZOW WLKP,2021-05-26,11,0.01,6.7
GORZOW WLKP,2021-07-07,19,0.02,4.3
SZCZECIN,2021-10-20,16,0.07,9.6
GDANSK,2021-07-31,20,0.0,6.9
LUBLIN,2021-03-29,7,,5.6
KIELCE,2021-08-04,16,0.01,2.5
LUBLIN,2021-08-21,17,,5.5
OPOLE,2021-05-25,13,0.01,5.7
KIELCE,2021-11-20,10,0.11,8.1
OLSZTYN,2021-07-01,22,,4
GORZOW WLKP,2021-03-12,6,0.02,7.1
BIALYSTOK,2021-10-22,8,0.09,9.5
SZCZECIN,2021-03-15,4,0.07,5.6
SZCZECIN,2021-05-29,11,0.0,9.4
LUBLIN,2021-06-08,20,,5.1
KIELCE,2021-09-20,7,0.0,4.9
OLSZTYN,2021-07-26,22,0.02,4.9
ZIELONA GORA,2021-08-19,17,0.0,5.2
GORZOW WLKP,2021-11-18,7,0.0,7.7
GORZOW WLKP,2021-12-03,0,0.0,7.7
OPOLE,2021-05-14,13,,5.9
OPOLE,2021-05-22,12,0.24,5.3
OPOLE,2021-08-02,17,0.08,3.8
BIALYSTOK,2021-08-08,17,0.0,3.4
LUBLIN,2021-05-05,14,,11.4
KIELCE,2021-04-25,5,,4.5
OLSZTYN,2021-01-22,5,5.51,6.8
OLSZTYN,2021-10-19,7,0.0,4.6
ZIELONA GORA,2021-10-05,16,0.0,5.3
SZCZECIN,2021-01-02,1,0.02,5.5
SZCZECIN,2021-09-15,16,0.0,7.3
SZCZECIN,2021-10-11,8,,6
GDANSK,2021-08-25,15,0.0,8.3
LUBLIN,2021-04-21,10,,8
LUBLIN,2021-05-30,12,,6.8
KIELCE,2021-09-19,9,0.44,7.1
OLSZTYN,2021-05-06,8,0.0,9.4
OLSZTYN,2021-09-02,13,0.02,6.6
GORZOW WLKP,2021-06-04,17,0.0,3.7
GORZOW WLKP,2021-09-15,18,0.01,4.2
SZCZECIN,2021-09-28,14,0.08,4.2
LUBLIN,2021-11-08,7,,10.8
OPOLE,2021-03-14,5,0.02,5.4
OLSZTYN,2021-04-15,4,0.17,7.4
OLSZTYN,2021-10-23,5,0.16,7.5
GORZOW WLKP,2021-02-28,3,0.0,4.5
GORZOW WLKP,2021-11-23,4,0.0,5.7
GDANSK,2021-10-23,7,0.15,10.5
KIELCE,2021-09-18,12,0.37,5.2
OLSZTYN,2021-09-25,15,0.05,5.9
KATOWICE,2021-02-03,5,0.07,10.3
OLSZTYN,2021-07-29,22,0.14,4.5
GORZOW WLKP,2021-10-23,7,0.21,6.8
SZCZECIN,2021-09-17,15,0.02,7
KATOWICE,2021-09-02,14,0.04,4.4
LUBLIN,2021-09-24,13,,17.1
OPOLE,2021-11-24,4,0.11,3.5
KIELCE,2021-03-14,5,0.06,7.3
ZIELONA GORA,2021-09-16,17,0.05,4.8
KATOWICE,2021-11-08,6,0.0,8.7
OPOLE,2021-05-19,12,0.05,4.5
OPOLE,2021-08-04,17,0.03,2.1
KIELCE,2021-11-22,4,0.04,3.2
GORZOW WLKP,2021-09-17,14,0.01,5.7
SZCZECIN,2021-03-12,6,0.32,9.2
GDANSK,2021-07-16,23,0.0,4.3
GDANSK,2021-09-13,16,0.0,5.9
LUBLIN,2021-01-03,0,,5.6
LUBLIN,2021-01-24,4,,4.9
LUBLIN,2021-04-17,6,,6.4
OPOLE,2021-05-01,10,0.02,4.5
BIALYSTOK,2021-07-14,25,1.33,1.9
SZCZECIN,2021-05-25,13,0.01,7.3
GDANSK,2021-08-09,19,0.09,4.9
ZIELONA GORA,2021-08-05,17,0.0,3.3
KIELCE,2021-08-16,22,0.0,3.2
LUBLIN,2021-08-04,18,,4
OPOLE,2021-07-28,23,0.0,3.2
OPOLE,2021-08-22,19,0.08,3.3
OLSZTYN,2021-07-12,23,0.06,4.6
LUBLIN,2021-07-17,25,,4.2
GORZOW WLKP,2021-07-05,21,0.16,3.7
SZCZECIN,2021-05-16,12,0.72,6.2
BIALYSTOK,2021-07-04,19,0.02,3.1
GORZOW WLKP,2021-07-17,23,0.27,6.7
BIALYSTOK,2021-05-23,11,0.41,4.5
GORZOW WLKP,2021-05-22,13,0.0,6.4
GDANSK,2021-08-11,17,0.04,5.8
LUBLIN,2021-06-11,17,,5.3
OPOLE,2021-05-12,20,0.24,5.1
ZIELONA GORA,2021-09-11,19,0.0,4
OPOLE,2021-07-08,20,0.39,2.6
ZIELONA GORA,2021-04-20,10,0.0,4.3
LUBLIN,2021-08-08,20,,5.8
KIELCE,2021-08-08,19,0.0,4.4
BIALYSTOK,2021-07-12,25,0.01,3.2
BIALYSTOK,2021-07-17,23,0.0,2.9
SZCZECIN,2021-06-21,24,,6.5
OPOLE,2021-07-12,21,0.2,3.5
BIALYSTOK,2021-07-29,21,0.04,4.4
LUBLIN,2021-08-27,14,,2.8
ZIELONA GORA,2021-06-30,18,0.43,5.6
BIALYSTOK,2021-05-22,13,0.02,4.9
GDANSK,2021-07-28,22,0.28,3.8
OPOLE,2021-06-30,21,0.24,4.8
BIALYSTOK,2021-07-13,23,0.47,3.9
OLSZTYN,2021-07-27,23,0.04,4.2
GORZOW WLKP,2021-06-01,15,0.0,5
ZIELONA GORA,2021-07-17,22,0.0,5.9
OPOLE,2021-07-26,23,0.13,3.5
KATOWICE,2021-07-28,23,0.03,4.9
GORZOW WLKP,2021-05-25,13,0.0,5.6
OPOLE,2021-07-16,22,0.0,3.1
ZIELONA GORA,2021-06-12,17,0.55,6.2
KIELCE,2021-02-09,-7,0.2,2.6
OPOLE,2021-03-18,0,0.01,3.8
BIALYSTOK,2021-03-18,-1,0.01,4.1
BIALYSTOK,2021-12-10,0,1.18,5.3
GDANSK,2021-11-30,1,0.11,9.5
GORZOW WLKP,2021-03-20,0,0.0,6.2
SZCZECIN,2021-01-19,1,0.23,5.6
GDANSK,2021-01-29,0,0.03,6.3
GDANSK,2021-11-28,2,0.06,5.5
GORZOW WLKP,2021-12-04,0,0.06,4.9
KIELCE,2021-11-23,2,0.0,4.9
KIELCE,2021-04-13,2,0.21,7.4
SZCZECIN,2021-03-04,3,0.02,7
KIELCE,2021-02-17,0,0.03,3.3
KATOWICE,2021-02-04,3,0.22,11.5
LUBLIN,2021-12-24,0,,10.7
SZCZECIN,2021-12-28,-3,0.0,15
OLSZTYN,2021-01-02,-1,,3.9
OLSZTYN,2021-03-19,-3,0.11,5.3
ZIELONA GORA,2021-04-15,1,0.04,7
BIALYSTOK,2021-03-12,3,0.11,5.8
GDANSK,2021-03-07,2,0.0,12.1
KATOWICE,2021-04-14,2,0.05,7
SZCZECIN,2021-01-26,0,0.0,6.8
GORZOW WLKP,2021-03-05,1,0.0,5.2
BIALYSTOK,2021-03-13,3,0.07,4.9
SZCZECIN,2021-01-11,0,0.01,7.9
ZIELONA GORA,2021-04-06,1,0.25,8
BIALYSTOK,2021-12-03,1,0.0,7.2
KIELCE,2021-03-08,-1,0.04,5.2
KATOWICE,2021-02-17,1,0.0,9.6
KIELCE,2021-02-04,1,0.34,8.3
KIELCE,2021-03-11,-2,0.02,7.9
SZCZECIN,2021-01-01,0,0.02,6.4
SZCZECIN,2021-01-15,-1,0.04,7.5
KATOWICE,2021-01-26,-1,0.0,9
GORZOW WLKP,2021-02-04,0,0.78,4.7
BIALYSTOK,2021-01-02,0,,3.2
OLSZTYN,2021-12-03,0,0.0,7.6
OLSZTYN,2021-01-06,1,0.01,5
OLSZTYN,2021-12-01,-1,0.06,6.4
KATOWICE,2021-03-17,2,0.09,8.4
SZCZECIN,2021-01-04,1,0.48,5.1
OLSZTYN,2021-11-23,2,0.01,5.8
GDANSK,2021-12-03,1,0.01,8.3
GDANSK,2021-12-02,3,0.07,16.6
ZIELONA GORA,2021-03-21,2,0.0,7.5
SZCZECIN,2021-02-04,0,0.66,4
OLSZTYN,2021-01-04,0,0.12,6
LUBLIN,2021-01-09,-1,,7.6
KIELCE,2021-04-26,2,,4.1
OLSZTYN,2021-01-20,-1,0.04,5.7
OLSZTYN,2021-04-05,3,0.12,8.3
OPOLE,2021-01-26,0,0.01,5.8
ZIELONA GORA,2021-03-20,-2,0.04,5.1
KATOWICE,2021-03-06,-1,0.02,7
KATOWICE,2021-03-22,0,0.01,5.4
LUBLIN,2021-12-01,2,,9.1
KIELCE,2021-01-19,-6,0.03,3.6
ZIELONA GORA,2021-02-04,0,0.35,5.7
GORZOW WLKP,2021-03-21,4,0.0,8.3
SZCZECIN,2021-01-16,-3,0.02,9.7
KATOWICE,2021-01-25,-1,0.08,6.2
LUBLIN,2021-02-02,-1,,7.3
KATOWICE,2021-12-20,0,0.16,10.1
OPOLE,2021-12-25,-5,0.08,3.9
BIALYSTOK,2021-01-20,-4,0.05,5.7
GDANSK,2021-03-21,2,0.0,9.1
SZCZECIN,2021-12-03,0,0.0,7.9
GORZOW WLKP,2021-04-05,3,0.0,9.3
KIELCE,2021-04-06,0,0.14,5
KIELCE,2021-12-24,1,0.18,7
ZIELONA GORA,2021-04-14,3,0.0,5.7
GORZOW WLKP,2021-04-07,3,0.01,8.5
GORZOW WLKP,2021-05-18,12,0.0,3.7
GDANSK,2021-12-21,-2,0.18,8
SZCZECIN,2021-04-03,3,0.01,6.9
KATOWICE,2021-04-03,3,0.0,6.2
SZCZECIN,2021-04-07,2,0.02,8.2
GORZOW WLKP,2021-01-18,-8,0.02,3.4
KATOWICE,2021-03-16,2,0.0,5.2
OPOLE,2021-02-02,1,1.57,5.7
GORZOW WLKP,2021-04-06,2,0.15,8
KATOWICE,2021-01-14,-1,0.16,7.9
KATOWICE,2021-04-07,0,0.0,8.5
OPOLE,2021-04-13,4,0.28,4.7
BIALYSTOK,2021-04-08,2,,5.4
BIALYSTOK,2021-03-19,-1,0.04,4.1
SZCZECIN,2021-02-20,5,0.0,4.9
BIALYSTOK,2021-02-20,1,0.0,2.9
GDANSK,2021-02-20,1,0.0,8.2
OLSZTYN,2021-02-20,2,0.0,3.9
KIELCE,2021-02-20,2,0.0,3.3
OLSZTYN,2021-02-19,-9,0.0,6.3
LUBLIN,2021-02-19,-12,0.0,6.2
GDANSK,2021-02-13,0,0.02,11.9
KATOWICE,2021-02-21,3,0.0,4.2
KIELCE,2021-02-21,1,0.0,3.5
ZIELONA GORA,2021-02-21,6,0.0,6.7
OLSZTYN,2021-12-30,1,2.36,4.6
OPOLE,2021-09-03,16,0.0,2.8
KIELCE,2021-03-30,10,0.1,2.6
OLSZTYN,2021-08-27,14,0.37,2.4
GORZOW WLKP,2021-09-03,15,0.0,4.3
KIELCE,2021-06-06,18,0.03,3
KIELCE,2021-11-16,3,0.0,3.4
OLSZTYN,2021-08-30,16,0.04,4.7
GORZOW WLKP,2021-11-11,4,0.0,3.5
BIALYSTOK,2021-02-03,0,0.04,2.9
BIALYSTOK,2021-08-05,16,0.66,4.1
GORZOW WLKP,2021-03-18,0,0.0,3.1
BIALYSTOK,2021-07-19,19,0.0,4
ZIELONA GORA,2021-07-23,21,0.0,2.8
KIELCE,2021-11-11,2,0.0,2
OLSZTYN,2021-09-29,11,0.0,8.1
OPOLE,2021-04-28,10,0.0,5.2
OLSZTYN,2021-10-01,10,0.01,3.9
GDANSK,2021-07-19,19,0.0,6.3
KIELCE,2021-11-17,1,0.0,2.5
OLSZTYN,2021-09-13,16,0.01,4.5
SZCZECIN,2021-09-03,14,0.0,5.2
BIALYSTOK,2021-11-11,2,0.0,2.9
BIALYSTOK,2021-03-31,11,0.0,4.3
GDANSK,2021-02-01,-5,0.0,7.3
KIELCE,2021-10-19,10,0.02,3.6
KIELCE,2021-12-30,2,1.18,2.8
BIALYSTOK,2021-01-22,1,0.0,4.6
BIALYSTOK,2021-07-06,22,0.1,2.3
SZCZECIN,2021-06-26,17,0.0,5
GDANSK,2021-10-11,7,0.0,6.2
OPOLE,2021-10-27,9,0.0,3.2
ZIELONA GORA,2021-01-12,0,0.0,9.2
ZIELONA GORA,2021-03-09,0,0.0,3.5
ZIELONA GORA,2021-08-15,22,0.0,3.8
GORZOW WLKP,2021-09-20,13,0.0,3.1
GORZOW WLKP,2021-10-24,6,0.0,4.6
BIALYSTOK,2021-12-11,1,0.1,1.5
SZCZECIN,2021-12-08,-3,0.0,17.3
KATOWICE,2021-07-08,24,0.0,5.7
GDANSK,2021-04-19,8,0.0,8.6
LUBLIN,2021-12-26,-8,0.0,5.9
OPOLE,2021-03-02,4,0.0,2.6
OPOLE,2021-09-15,19,0.0,3.6
KIELCE,2021-04-22,6,0.04,5.7
KIELCE,2021-05-26,12,0.06,5.6
ZIELONA GORA,2021-03-10,2,0.0,3.7
SZCZECIN,2021-10-30,9,0.0,8.7
LUBLIN,2021-06-05,17,0.0,4.1
OPOLE,2021-03-31,14,0.0,2.3
ZIELONA GORA,2021-12-11,-2,0.04,3.5
SZCZECIN,2021-09-20,12,0.0,3.7
KATOWICE,2021-06-12,17,0.11,5.9
KATOWICE,2021-06-18,23,0.0,5.5
LUBLIN,2021-01-04,3,,5.7
LUBLIN,2021-06-29,22,0.0,3
GORZOW WLKP,2021-06-08,21,0.0,5.8
GDANSK,2021-10-03,14,0.0,12.7
LUBLIN,2021-11-11,5,0.0,6.8
LUBLIN,2021-11-14,3,,3.6
GORZOW WLKP,2021-05-11,23,0.0,6.2
GORZOW WLKP,2021-07-08,20,0.0,4.1
SZCZECIN,2021-02-23,8,0.0,4.1
KATOWICE,2021-02-23,2,0.0,3.3
KATOWICE,2021-11-25,1,0.0,6.4
GDANSK,2021-05-15,12,0.0,5.2
GDANSK,2021-09-05,12,0.0,4.7
LUBLIN,2021-02-17,-1,,4.3
KIELCE,2021-10-31,9,0.0,3.4
OLSZTYN,2021-06-29,22,0.0,3.7
ZIELONA GORA,2021-05-10,20,0.0,6.1
KATOWICE,2021-07-30,21,0.0,5.9
OLSZTYN,2021-04-20,11,0.01,3.2
OLSZTYN,2021-07-21,19,0.0,6.2
OLSZTYN,2021-10-25,6,0.0,5.7
GORZOW WLKP,2021-07-24,22,0.0,4.8
BIALYSTOK,2021-02-26,5,0.0,5.3
BIALYSTOK,2021-05-12,17,0.0,6.6
BIALYSTOK,2021-11-15,3,0.0,4.5
SZCZECIN,2021-06-08,18,0.0,5.4
KATOWICE,2021-06-01,12,0.0,2.4
KATOWICE,2021-08-25,13,0.16,4.6
KIELCE,2021-11-10,3,0.0,2.9
OLSZTYN,2021-03-20,-4,0.15,4.9
GORZOW WLKP,2021-03-01,4,0.0,4.1
SZCZECIN,2021-05-11,22,0.0,8
KATOWICE,2021-07-22,17,0.0,3.6
GDANSK,2021-05-10,17,0.0,13.9
GDANSK,2021-05-17,13,0.42,5.8
GDANSK,2021-06-03,17,0.0,6.5
KIELCE,2021-06-21,24,0.0,5.3
ZIELONA GORA,2021-01-21,7,0.0,9.1
ZIELONA GORA,2021-10-24,6,0.0,4.5
GORZOW WLKP,2021-02-16,-1,0.19,3.9
GORZOW WLKP,2021-05-08,8,0.39,5.6
BIALYSTOK,2021-06-18,21,0.0,2.8
KATOWICE,2021-06-08,19,0.0,4.2
KATOWICE,2021-08-24,13,0.23,5.8
KIELCE,2021-06-23,23,0.0,4.8
GORZOW WLKP,2021-02-27,6,0.09,6.6
GORZOW WLKP,2021-09-09,19,0.0,3.7
BIALYSTOK,2021-07-30,20,0.01,4.1
SZCZECIN,2021-09-21,11,0.0,4.7
KATOWICE,2021-06-26,18,0.0,3.4
LUBLIN,2021-10-02,13,0.0,5.6
KIELCE,2021-09-25,15,0.0,3.9
KIELCE,2021-12-29,-2,0.0,2.4
OLSZTYN,2021-03-10,-2,0.0,2.9
OLSZTYN,2021-04-17,9,0.02,4.7
OLSZTYN,2021-12-27,-10,0.0,4.1
GORZOW WLKP,2021-06-03,18,0.0,5.2
BIALYSTOK,2021-02-17,-8,0.0,2.3
BIALYSTOK,2021-11-16,4,0.0,4.5
KATOWICE,2021-10-28,7,0.0,3.9
KATOWICE,2021-12-17,3,0.03,10.3
KIELCE,2021-08-18,14,0.04,3.6
KIELCE,2021-10-09,5,0.0,4.7
OLSZTYN,2021-06-19,26,0.0,4.8
ZIELONA GORA,2021-04-24,8,0.0,5.9
GORZOW WLKP,2021-06-13,14,0.04,7.3
GORZOW WLKP,2021-07-31,21,0.0,6.2
GORZOW WLKP,2021-10-01,12,0.0,5
GORZOW WLKP,2021-10-08,11,0.0,5.3
BIALYSTOK,2021-07-28,23,0.0,2.8
SZCZECIN,2021-06-02,17,0.0,6.1
SZCZECIN,2021-08-26,13,0.07,6.5
